Protein.IDs,Majority.protein.IDs,gene,rectum
ENSP00000482571.1;ENSP00000378651.2;ENSP00000264409.4,ENSP00000482571.1;ENSP00000378651.2;ENSP00000264409.4,GPAT3; GPAT3; GPAT3,8377900
ENSP00000264414.4,ENSP00000264414.4,CUL3,84328000
ENSP00000264424.8;ENSP00000426786.1;ENSP00000426319.1;ENSP00000420842.1;ENSP00000427226.1;ENSP00000425065.1,ENSP00000264424.8;ENSP00000426786.1;ENSP00000426319.1;ENSP00000420842.1;ENSP00000427226.1;ENSP00000425065.1,GUCY1B1; GUCY1B1; GUCY1B1; GUCY1B1; GUCY1B1; GUCY1B1,23963000
ENSP00000264426.9,ENSP00000264426.9,GRIA2,0
ENSP00000264431.4;ENSP00000421083.1;ENSP00000427334.1;ENSP00000421624.1,ENSP00000264431.4,RAPGEF2; RAPGEF2; RAPGEF2; RAPGEF2,4234300
ENSP00000264433.6;ENSP00000421488.1,ENSP00000264433.6,FNIP2; FNIP2,0
ENSP00000404515.1;ENSP00000264434.2;ENSP00000396751.1;ENSP00000407799.1,ENSP00000404515.1;ENSP00000264434.2,C2orf42; C2orf42; C2orf42; C2orf42,0
ENSP00000384677.2;ENSP00000384303.2;ENSP00000264436.3;ENSP00000347972.3;ENSP00000388072.2;ENSP00000398112.1;ENSP00000414546.3;ENSP00000412357.1;ENSP00000430243.1;ENSP00000412681.1,ENSP00000384677.2;ENSP00000384303.2;ENSP00000264436.3;ENSP00000347972.3;ENSP00000388072.2;ENSP00000398112.1,ADD2; ADD2; ADD2; ADD2; ADD2; ADD2; ADD2; ADD2; ADD2; ADD2,66561000
ENSP00000386433.1;ENSP00000264447.4;ENSP00000485618.1;ENSP00000485192.1;ENSP00000388164.1;ENSP00000485667.1;ENSP00000485494.1;ENSP00000485169.1;ENSP00000485266.1;ENSP00000485154.1,ENSP00000386433.1;ENSP00000264447.4,ZNF638; ZNF638; ZNF638; ZNF638; ZNF638; ZNF638; ZNF638; ZNF638; ZNF638; ZNF638,9834700
ENSP00000264449.10,ENSP00000264449.10,ATP8A1,10925000
ENSP00000264451.6;ENSP00000423529.1,ENSP00000264451.6,SLC30A9; SLC30A9,15276000
ENSP00000264463.4;ENSP00000425653.1,ENSP00000264463.4;ENSP00000425653.1,CDH10; CDH10,0
ENSP00000264474.3;ENSP00000418891.1,ENSP00000264474.3;ENSP00000418891.1,CSTA; CSTA,7003000
ENSP00000264485.5;ENSP00000307349.7,ENSP00000264485.5;ENSP00000307349.7,SLC4A4; SLC4A4,57575000
ENSP00000478620.1;ENSP00000264498.3,ENSP00000478620.1;ENSP00000264498.3,FGF2; FGF2,0
ENSP00000264499.4;ENSP00000423626.1;ENSP00000423250.1,ENSP00000264499.4;ENSP00000423626.1,BBS7; BBS7; BBS7,838300
ENSP00000373390.3;ENSP00000264501.4;ENSP00000393219.1;ENSP00000410874.1;ENSP00000394909.1;ENSP00000304374.4;ENSP00000398039.1;ENSP00000413018.1;ENSP00000397543.1;ENSP00000408229.2,ENSP00000373390.3;ENSP00000264501.4,KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109; KIAA1109,1630100
ENSP00000264515.6;ENSP00000356132.1,ENSP00000264515.6;ENSP00000356132.1,RBBP5; RBBP5,2951600
ENSP00000264538.3;ENSP00000417439.1;ENSP00000417768.1,ENSP00000264538.3,IFT57; IFT57; IFT57,1346700
ENSP00000264552.8;ENSP00000467409.1;ENSP00000466388.1,ENSP00000264552.8;ENSP00000467409.1,UBE2S; UBE2S; UBE2S,2023100
ENSP00000476255.2;ENSP00000264553.1,ENSP00000476255.2;ENSP00000264553.1,GZMM; GZMM,0
ENSP00000264554.4,ENSP00000264554.4,SHC2,0
ENSP00000487848.1;ENSP00000431870.1;ENSP00000488773.1;ENSP00000388589.2;ENSP00000487908.1;ENSP00000410626.2;ENSP00000483129.1;ENSP00000264555.5;ENSP00000435360.1,ENSP00000487848.1;ENSP00000431870.1;ENSP00000488773.1;ENSP00000388589.2;ENSP00000487908.1;ENSP00000410626.2;ENSP00000483129.1;ENSP00000264555.5;ENSP00000435360.1,PHRF1; PHRF1; PHRF1; PHRF1; PHRF1; PHRF1; PHRF1; PHRF1; PHRF1,1700500
ENSP00000264560.7;ENSP00000480594.1,ENSP00000264560.7,PALM; PALM,0
ENSP00000426617.1;ENSP00000425444.1;ENSP00000421671.1;ENSP00000378389.1;ENSP00000264568.4;ENSP00000401907.2,ENSP00000426617.1;ENSP00000425444.1;ENSP00000421671.1;ENSP00000378389.1;ENSP00000264568.4;ENSP00000401907.2,BMPR1B; BMPR1B; BMPR1B; BMPR1B; BMPR1B; BMPR1B,0
ENSP00000264595.2;ENSP00000423798.1;ENSP00000421471.1,ENSP00000264595.2,AGA; AGA; AGA,2161900
ENSP00000264601.3;ENSP00000386589.1,ENSP00000264601.3,RAB17; RAB17,2833000
ENSP00000264606.3;ENSP00000440481.2;ENSP00000405226.1;ENSP00000392912.1;ENSP00000410551.1;ENSP00000438111.1;ENSP00000391226.1,ENSP00000264606.3;ENSP00000440481.2,HDAC4; HDAC4; HDAC4; HDAC4; HDAC4; HDAC4; HDAC4,7909800
ENSP00000264607.4;ENSP00000387025.1,ENSP00000264607.4;ENSP00000387025.1,ASB1; ASB1,2930400
ENSP00000264613.6;ENSP00000418773.1;ENSP00000420545.1;ENSP00000420367.1,ENSP00000264613.6;ENSP00000418773.1;ENSP00000420545.1,CP; CP; CP; CP,1254500000
ENSP00000420104.1;ENSP00000417310.1;ENSP00000264634.4;ENSP00000418184.1;ENSP00000285018.4,ENSP00000420104.1;ENSP00000417310.1;ENSP00000264634.4,WNT5A; WNT5A; WNT5A; WNT5A; WNT7A,0
ENSP00000377679.4;ENSP00000264637.4;ENSP00000443972.1;ENSP00000395641.2;ENSP00000463466.1;ENSP00000464013.1;ENSP00000464414.1;ENSP00000462955.1;ENSP00000464123.1,ENSP00000377679.4;ENSP00000264637.4;ENSP00000443972.1;ENSP00000395641.2;ENSP00000463466.1,THRA; THRA; THRA; THRA; THRA; THRA; THRA; THRA; THRA,0
ENSP00000264638.3;ENSP00000466571.1,ENSP00000264638.3;ENSP00000466571.1,CNTNAP1; CNTNAP1,1441700
ENSP00000264639.4;ENSP00000444980.2;ENSP00000407410.3,ENSP00000264639.4,PSMD3; PSMD3; PSMD3,173590000
ENSP00000264645.6;ENSP00000462713.1;ENSP00000467654.1,ENSP00000264645.6;ENSP00000462713.1,CASC3; CASC3; CASC3,2242000
ENSP00000264649.5;ENSP00000443991.1;ENSP00000466878.1;ENSP00000466328.1;ENSP00000466290.1;ENSP00000468001.1,ENSP00000264649.5;ENSP00000443991.1;ENSP00000466878.1,ATP6V0A1; ATP6V0A1; ATP6V0A1; ATP6V0A1; ATP6V0A1; ATP6V0A1,37719000
ENSP00000467985.1;ENSP00000264657.4;ENSP00000373923.3,ENSP00000467985.1;ENSP00000264657.4;ENSP00000373923.3,STAT3; STAT3; STAT3,155890000
ENSP00000462271.1;ENSP00000264658.6;ENSP00000462878.1;ENSP00000377832.3;ENSP00000463132.1,ENSP00000462271.1;ENSP00000264658.6;ENSP00000462878.1;ENSP00000377832.3,FBXL20; FBXL20; FBXL20; FBXL20; FBXL20,6031700
ENSP00000343873.4;ENSP00000264663.5;ENSP00000421886.1;ENSP00000427670.1;ENSP00000421674.1,ENSP00000343873.4;ENSP00000264663.5,NNT; NNT; NNT; NNT; NA,387660000
ENSP00000402510.2;ENSP00000264668.2;ENSP00000421991.1;ENSP00000421318.1;ENSP00000424599.1;ENSP00000426710.1;ENSP00000423139.1;ENSP00000423863.1;ENSP00000427416.1;ENSP00000424644.1;ENSP00000427200.1;ENSP00000426132.1;ENSP00000424719.1,ENSP00000402510.2;ENSP00000264668.2;ENSP00000421991.1,MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR; MTRR,4784200
ENSP00000264669.5;ENSP00000421798.1;ENSP00000422443.1;ENSP00000426008.1,ENSP00000264669.5;ENSP00000421798.1,FASTKD3; FASTKD3; FASTKD3; FASTKD3,880310
ENSP00000264670.6;ENSP00000421783.1,ENSP00000264670.6,NSUN2; NSUN2,58170000
ENSP00000264674.3;ENSP00000420048.1;ENSP00000394302.2;ENSP00000486104.1;ENSP00000419995.1,ENSP00000264674.3;ENSP00000420048.1;ENSP00000394302.2;ENSP00000486104.1;ENSP00000419995.1,MECOM; MECOM; MECOM; MECOM; MECOM,115040
ENSP00000264676.5;ENSP00000325978.5;ENSP00000429145.1,ENSP00000264676.5;ENSP00000325978.5,LRRC31; LRRC31; LRRC31,1343900
ENSP00000264689.6;ENSP00000421133.1;ENSP00000425855.1;ENSP00000424419.1;ENSP00000423599.1;ENSP00000423657.1,ENSP00000264689.6;ENSP00000421133.1;ENSP00000425855.1,UFSP2; UFSP2; UFSP2; UFSP2; UFSP2; UFSP2,44207000
ENSP00000426255.1;ENSP00000264694.8,ENSP00000426255.1;ENSP00000264694.8,SNX25; SNX25,0
ENSP00000264705.3;ENSP00000384510.1;ENSP00000405416.1;ENSP00000414742.1,ENSP00000264705.3;ENSP00000384510.1,CAD; CAD; CAD; CAD,33895000
ENSP00000387993.1;ENSP00000384092.1;ENSP00000379170.2;ENSP00000370171.1;ENSP00000264708.3,ENSP00000387993.1;ENSP00000384092.1;ENSP00000379170.2;ENSP00000370171.1;ENSP00000264708.3,POMC; POMC; POMC; POMC; POMC,0
ENSP00000324375.5;ENSP00000264709.3;ENSP00000370132.3;ENSP00000384237.1;ENSP00000370122.4;ENSP00000384852.3,ENSP00000324375.5;ENSP00000264709.3;ENSP00000370132.3;ENSP00000384237.1;ENSP00000370122.4,DNMT3A; DNMT3A; DNMT3A; DNMT3A; DNMT3A; DNMT3A,179850
ENSP00000264710.4,ENSP00000264710.4,RAB10,354530000
ENSP00000480682.1;ENSP00000385030.1;ENSP00000264712.3;ENSP00000410407.1;ENSP00000393676.1,ENSP00000480682.1;ENSP00000385030.1;ENSP00000264712.3;ENSP00000410407.1;ENSP00000393676.1,NA; KIF3C; KIF3C; KIF3C; KIF3C,0
ENSP00000396497.1;ENSP00000264716.4;ENSP00000368939.1,ENSP00000396497.1;ENSP00000264716.4;ENSP00000368939.1,FOSL2; FOSL2; FOSL2,3257700
ENSP00000264717.2;ENSP00000399463.1;ENSP00000398303.1;ENSP00000416917.1,ENSP00000264717.2,GCKR; GCKR; GCKR; GCKR,1424200
ENSP00000352536.2;ENSP00000264720.3;ENSP00000482584.1;ENSP00000393429.1;ENSP00000414422.2;ENSP00000409043.1;ENSP00000399339.1;ENSP00000389518.1,ENSP00000352536.2;ENSP00000264720.3;ENSP00000482584.1,GTF3C2; GTF3C2; GTF3C2; GTF3C2; GTF3C2; GTF3C2; GTF3C2; GTF3C2,7029900
ENSP00000264723.4;ENSP00000392096.1;ENSP00000478923.1,ENSP00000264723.4;ENSP00000392096.1,CSPG5; CSPG5; CSPG5,0
ENSP00000322837.7;ENSP00000264728.8;ENSP00000405740.2;ENSP00000396895.1;ENSP00000392140.1,ENSP00000322837.7;ENSP00000264728.8;ENSP00000405740.2,TMEM40; TMEM40; TMEM40; TMEM40; TMEM40,7436500
ENSP00000387839.1;ENSP00000389485.1;ENSP00000346614.5;ENSP00000394337.2;ENSP00000264731.3;ENSP00000376254.3;ENSP00000376256.2;ENSP00000317510.5;ENSP00000376253.3;ENSP00000392488.1;ENSP00000407144.2,ENSP00000387839.1;ENSP00000389485.1;ENSP00000346614.5;ENSP00000394337.2;ENSP00000264731.3;ENSP00000376254.3;ENSP00000376256.2;ENSP00000317510.5;ENSP00000376253.3;ENSP00000392488.1;ENSP00000407144.2,TP63; TP63; TP63; TP63; TP63; TP63; TP63; TP63; TP63; TP63; TP63,0
ENSP00000264741.5;ENSP00000397258.1;ENSP00000406533.2,ENSP00000264741.5;ENSP00000397258.1,ITGA9; ITGA9; ITGA9,20393000
ENSP00000425025.1;ENSP00000423091.1;ENSP00000381498.2;ENSP00000264748.6;ENSP00000424037.1,ENSP00000425025.1;ENSP00000423091.1;ENSP00000381498.2;ENSP00000264748.6;ENSP00000424037.1,FGFRL1; FGFRL1; FGFRL1; FGFRL1; FGFRL1,0
ENSP00000264758.6;ENSP00000381197.1,ENSP00000264758.6;ENSP00000381197.1,ADD1; ADD1,0
ENSP00000381128.4;ENSP00000427445.1;ENSP00000264764.8;ENSP00000381129.4,ENSP00000381128.4;ENSP00000427445.1;ENSP00000264764.8;ENSP00000381129.4,GRK4; GRK4; GRK4; GRK4,1016200
ENSP00000264771.4;ENSP00000427218.1;ENSP00000423751.1;ENSP00000427626.1;ENSP00000424746.1;ENSP00000425763.1;ENSP00000425181.1;ENSP00000485461.1;ENSP00000427039.1;ENSP00000423669.1;ENSP00000424208.1;ENSP00000425867.1,ENSP00000264771.4;ENSP00000427218.1;ENSP00000423751.1;ENSP00000427626.1;ENSP00000424746.1;ENSP00000425763.1;ENSP00000425181.1;ENSP00000485461.1;ENSP00000427039.1;ENSP00000423669.1,TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175; TMEM175,2861200
ENSP00000427120.3;ENSP00000264773.2;ENSP00000483124.1;ENSP00000421439.1;ENSP00000487849.1;ENSP00000421095.1,ENSP00000427120.3;ENSP00000264773.2;ENSP00000483124.1;ENSP00000421439.1;ENSP00000487849.1,KCNN2; KCNN2; KCNN2; KCNN2; KCNN2; KCNN2,1025400
ENSP00000302229.8;ENSP00000264775.5,ENSP00000302229.8;ENSP00000264775.5,PLPP1; PLPP1,46156000
ENSP00000422337.1;ENSP00000421202.2;ENSP00000264779.6;ENSP00000401596.2;ENSP00000421709.2,ENSP00000422337.1;ENSP00000421202.2;ENSP00000264779.6;ENSP00000401596.2;ENSP00000421709.2,GPBP1; GPBP1; GPBP1; GPBP1; GPBP1,1208200
ENSP00000264784.3;ENSP00000422209.1;ENSP00000311383.3,ENSP00000264784.3;ENSP00000422209.1;ENSP00000311383.3,SLC2A9; SLC2A9; SLC2A9,1158500
ENSP00000378431.1;ENSP00000264790.2;ENSP00000426461.1,ENSP00000378431.1;ENSP00000264790.2;ENSP00000426461.1,MMRN1; MMRN1; MMRN1,15105000
ENSP00000264805.5;ENSP00000347046.3;ENSP00000377957.1;ENSP00000416309.1;ENSP00000425810.1,ENSP00000264805.5;ENSP00000347046.3;ENSP00000377957.1,PDE5A; PDE5A; PDE5A; PDE5A; PDE5A,47130000
ENSP00000431885.1;ENSP00000264818.6;ENSP00000433203.1;ENSP00000432728.1;ENSP00000465291.1;ENSP00000436155.1;ENSP00000434931.1;ENSP00000434831.1;ENSP00000466340.1;ENSP00000436175.1;ENSP00000436826.1,ENSP00000431885.1;ENSP00000264818.6;ENSP00000433203.1;ENSP00000432728.1,TYK2; TYK2; TYK2; TYK2; TYK2; NA; TYK2; TYK2; TYK2; TYK2; TYK2,1762100
ENSP00000264819.3;ENSP00000482489.2,ENSP00000264819.3,MIER2; MIER2,0
ENSP00000264827.4;ENSP00000380785.2;ENSP00000467097.1;ENSP00000465023.1;ENSP00000466616.1;ENSP00000466497.1;ENSP00000465042.1;ENSP00000465091.1;ENSP00000465427.1,ENSP00000264827.4;ENSP00000380785.2;ENSP00000467097.1,HOOK2; HOOK2; HOOK2; HOOK2; HOOK2; HOOK2; HOOK2; HOOK2; HOOK2,7957900
ENSP00000264828.3,ENSP00000264828.3,COL5A3,5086500
ENSP00000264832.2;ENSP00000465680.1;ENSP00000413124.2,ENSP00000264832.2;ENSP00000465680.1,ICAM1; ICAM1; ICAM1,27990000
ENSP00000464877.1;ENSP00000264833.3;ENSP00000465809.1;ENSP00000466018.1,ENSP00000464877.1;ENSP00000264833.3;ENSP00000465809.1,OLFM2; OLFM2; OLFM2; OLFM2,0
ENSP00000264834.3,ENSP00000264834.3,KLF1,0
ENSP00000264852.4;ENSP00000377416.4,ENSP00000264852.4;ENSP00000377416.4,SIDT1; SIDT1,321060
ENSP00000264864.6;ENSP00000423373.1,ENSP00000264864.6;ENSP00000423373.1,PI4K2B; PI4K2B,1156600
ENSP00000425438.1;ENSP00000264868.5;ENSP00000382767.3;ENSP00000421567.1;ENSP00000423743.1;ENSP00000426050.1,ENSP00000425438.1;ENSP00000264868.5;ENSP00000382767.3,SEL1L3; SEL1L3; SEL1L3; SEL1L3; SEL1L3; SEL1L3,879190
ENSP00000264870.3;ENSP00000413334.1;ENSP00000416295.2;ENSP00000411114.1;ENSP00000394693.1,ENSP00000264870.3,F13A1; F13A1; F13A1; F13A1; F13A1,663470000
ENSP00000421304.1;ENSP00000264883.3,ENSP00000421304.1;ENSP00000264883.3,NUP54; NUP54,94870000
ENSP00000426344.1;ENSP00000264893.6;ENSP00000424925.1;ENSP00000422896.1;ENSP00000420839.1;ENSP00000423103.1;ENSP00000424122.1;ENSP00000425262.1;ENSP00000422047.1,ENSP00000426344.1;ENSP00000264893.6;ENSP00000424925.1;ENSP00000422896.1;ENSP00000420839.1;ENSP00000423103.1,SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11; SEPTIN11,798360000
ENSP00000264896.2;ENSP00000420988.1,ENSP00000264896.2,SCARB2; SCARB2,103250000
ENSP00000264904.7,ENSP00000264904.7,USO1,225070000
ENSP00000264908.6;ENSP00000421512.1;ENSP00000424584.1,ENSP00000264908.6,ANXA3; ANXA3; ANXA3,453640000
ENSP00000264914.4;ENSP00000456339.1;ENSP00000379455.3,ENSP00000264914.4;ENSP00000456339.1;ENSP00000379455.3,ARSB; ARSB; ARSB,12123000
ENSP00000264917.5;ENSP00000345646.4;ENSP00000331336.4;ENSP00000422861.1,ENSP00000264917.5;ENSP00000345646.4;ENSP00000331336.4,PDE8B; PDE8B; PDE8B; PDE8B,104180
ENSP00000264926.2;ENSP00000402049.1;ENSP00000412261.1;ENSP00000399620.1,ENSP00000264926.2;ENSP00000402049.1,RAD18; RAD18; RAD18; RAD18,0
ENSP00000482242.1;ENSP00000264930.5;ENSP00000485792.1;ENSP00000428854.2,ENSP00000482242.1;ENSP00000264930.5;ENSP00000485792.1;ENSP00000428854.2,SLC12A7; SLC12A7; SLC12A7; SLC12A7,4159600
ENSP00000264932.6;ENSP00000426514.1;ENSP00000427703.1;ENSP00000484230.1;ENSP00000422404.1,ENSP00000264932.6;ENSP00000426514.1;ENSP00000427703.1;ENSP00000484230.1,SDHA; SDHA; SDHA; SDHA; SDHA,956070000
ENSP00000264933.4;ENSP00000423815.1;ENSP00000485024.1;ENSP00000422085.1;ENSP00000426003.1;ENSP00000482332.1;ENSP00000425370.1;ENSP00000485941.1;ENSP00000424201.1;ENSP00000422691.1,ENSP00000264933.4;ENSP00000423815.1;ENSP00000485024.1,PDCD6; PDCD6; PDCD6; PDCD6; AHRR; PDCD6; PDCD6; PDCD6; PDCD6; PDCD6,344890000
ENSP00000264935.5;ENSP00000486426.1,ENSP00000264935.5;ENSP00000486426.1,CEP72; CEP72,0
ENSP00000422983.1;ENSP00000264938.3,ENSP00000422983.1;ENSP00000264938.3,SLC9A3; SLC9A3,0
ENSP00000264951.4,ENSP00000264951.4,XRN1,0
ENSP00000264954.4,ENSP00000264954.4,GRPEL1,148130000
ENSP00000264963.4;ENSP00000366280.4;ENSP00000417037.1;ENSP00000413533.1,ENSP00000264963.4;ENSP00000366280.4,LMAN2L; LMAN2L; LMAN2L; LMAN2L,25173000
ENSP00000386841.1;ENSP00000377127.1;ENSP00000264968.2;ENSP00000404889.2,ENSP00000386841.1;ENSP00000377127.1;ENSP00000264968.2;ENSP00000404889.2,MGAT4A; MGAT4A; MGAT4A; MGAT4A,722510
ENSP00000264972.5;ENSP00000400475.2,ENSP00000264972.5,ZAP70; ZAP70,1283200
ENSP00000264977.3;ENSP00000334748.2;ENSP00000400980.2,ENSP00000264977.3,PPP2R3A; PPP2R3A; PPP2R3A,843500
ENSP00000417465.1;ENSP00000419231.1;ENSP00000264982.3;ENSP00000419833.1;ENSP00000417821.1;ENSP00000419743.1;ENSP00000418131.2;ENSP00000417819.1;ENSP00000419817.1;ENSP00000418878.1,ENSP00000417465.1;ENSP00000419231.1;ENSP00000264982.3;ENSP00000419833.1;ENSP00000417821.1,CEP70; CEP70; CEP70; CEP70; CEP70; CEP70; CEP70; CEP70; CEP70; CEP70,1283300
ENSP00000264990.6;ENSP00000420907.1;ENSP00000419973.1;ENSP00000423796.1,ENSP00000264990.6;ENSP00000420907.1;ENSP00000419973.1,ACAD11; ACAD11; ACAD11; ACAD11,263340
ENSP00000421019.1;ENSP00000264992.3;ENSP00000426421.1,ENSP00000421019.1;ENSP00000264992.3;ENSP00000426421.1,ASTE1; ASTE1; ASTE1,0
ENSP00000264993.3;ENSP00000391955.2;ENSP00000421340.1;ENSP00000424742.1,ENSP00000264993.3;ENSP00000391955.2;ENSP00000421340.1,CDV3; CDV3; CDV3; CDV3,272120000
ENSP00000264995.2;ENSP00000424107.1;ENSP00000398536.2;ENSP00000422035.1;ENSP00000422419.1;ENSP00000422622.1,ENSP00000264995.2;ENSP00000424107.1;ENSP00000398536.2;ENSP00000422035.1,MRPL3; MRPL3; MRPL3; MRPL3; MRPL3; MRPL3,20457000
ENSP00000265000.4,ENSP00000265000.4,GALNT7,36919000
ENSP00000265007.6;ENSP00000309343.5;ENSP00000427984.1,ENSP00000265007.6;ENSP00000309343.5,SOX30; SOX30; SOX30,0
ENSP00000265016.4;ENSP00000371783.3;ENSP00000423357.1;ENSP00000424761.1;ENSP00000420925.1,ENSP00000265016.4;ENSP00000371783.3;ENSP00000423357.1,BST1; BST1; BST1; BST1; BST1,4284600
ENSP00000265018.3,ENSP00000265018.3,FAM184B,0
ENSP00000371599.4;ENSP00000265022.3;ENSP00000339777.4;ENSP00000395526.2,ENSP00000371599.4;ENSP00000265022.3;ENSP00000339777.4,DGKG; DGKG; DGKG; DGKG,1736800
ENSP00000265023.4,ENSP00000265023.4,NA,713460000
ENSP00000414398.1;ENSP00000265028.3;ENSP00000408410.1,ENSP00000414398.1;ENSP00000265028.3,DNAJB11; DNAJB11; AC068631.3,188560000
ENSP00000404288.1;ENSP00000265029.3;ENSP00000371571.3;ENSP00000371569.3;ENSP00000396581.1;ENSP00000393851.1,ENSP00000404288.1;ENSP00000265029.3;ENSP00000371571.3;ENSP00000371569.3,FETUB; FETUB; FETUB; FETUB; FETUB; FETUB,4604700
ENSP00000389101.2;ENSP00000265036.5,ENSP00000389101.2;ENSP00000265036.5,DEPDC1B; DEPDC1B,4566100
ENSP00000265038.5;ENSP00000370510.3;ENSP00000408344.1,ENSP00000265038.5,ERCC8; ERCC8; ERCC8,2313800
ENSP00000417530.1;ENSP00000265044.2;ENSP00000420641.1,ENSP00000417530.1;ENSP00000265044.2;ENSP00000420641.1,SSR3; SSR3; SSR3,75057000
ENSP00000402798.2;ENSP00000381176.1;ENSP00000265052.5;ENSP00000404146.2;ENSP00000417489.1;ENSP00000417689.1,ENSP00000402798.2;ENSP00000381176.1;ENSP00000265052.5;ENSP00000404146.2,MGLL; MGLL; MGLL; MGLL; MGLL; MGLL,165820000
ENSP00000265056.7;ENSP00000420528.1;ENSP00000418930.1;ENSP00000419802.1;ENSP00000420007.1,ENSP00000265056.7;ENSP00000420528.1,MCM2; MCM2; MCM2; MCM2; MCM2,15342000
ENSP00000265062.3;ENSP00000417978.1;ENSP00000417668.1;ENSP00000417155.1;ENSP00000418955.1;ENSP00000417189.1;ENSP00000418283.1,ENSP00000265062.3;ENSP00000417978.1;ENSP00000417668.1;ENSP00000417155.1,RAB7A; RAB7A; RAB7A; RAB7A; RAB7A; RAB7A; RAB7A,1041400000
ENSP00000265069.8;ENSP00000422300.1,ENSP00000265069.8,ZFR; ZFR,28785000
ENSP00000265070.6;ENSP00000426752.1,ENSP00000265070.6,GOLPH3; GOLPH3,42739000
ENSP00000265071.2;ENSP00000424843.1,ENSP00000265071.2;ENSP00000424843.1,CDH6; CDH6,3210900
ENSP00000427100.1;ENSP00000426850.1;ENSP00000422806.1;ENSP00000422078.1;ENSP00000265073.4;ENSP00000423893.1;ENSP00000423356.1,ENSP00000427100.1;ENSP00000426850.1;ENSP00000422806.1;ENSP00000422078.1;ENSP00000265073.4,SUB1; SUB1; SUB1; SUB1; SUB1; SUB1; SUB1,2059800000
ENSP00000398028.2;ENSP00000265074.8;ENSP00000423730.1;ENSP00000425325.1;ENSP00000318340.2;ENSP00000388408.2,ENSP00000398028.2;ENSP00000265074.8,NPR3; NPR3; NPR3; NPR3; NPR3; NPR3,0
ENSP00000265077.3;ENSP00000425959.2;ENSP00000342768.4,ENSP00000265077.3;ENSP00000425959.2;ENSP00000342768.4,VCAN; VCAN; VCAN,76511000
ENSP00000265080.4;ENSP00000421771.1,ENSP00000265080.4;ENSP00000421771.1,RASGRF2; RASGRF2,2544800
ENSP00000265081.6,ENSP00000265081.6,MSH3,4108600
ENSP00000429092.1;ENSP00000334533.5;ENSP00000265085.5;ENSP00000429048.1;ENSP00000427990.1;ENSP00000430345.1;ENSP00000429423.1,ENSP00000429092.1;ENSP00000334533.5;ENSP00000265085.5;ENSP00000429048.1;ENSP00000427990.1;ENSP00000430345.1,CPEB4; CPEB4; CPEB4; CPEB4; CPEB4; CPEB4; CPEB4,2514000
ENSP00000265087.4;ENSP00000428470.1;ENSP00000427816.1,ENSP00000265087.4;ENSP00000428470.1,STC2; STC2; STC2,226850
ENSP00000265097.4;ENSP00000422243.1;ENSP00000487428.1;ENSP00000421082.1;ENSP00000424967.1,ENSP00000265097.4;ENSP00000422243.1,THOC3; THOC3; THOC3; THOC3; THOC3,18875000
ENSP00000430147.1;ENSP00000428223.1;ENSP00000428177.1;ENSP00000265100.2;ENSP00000430673.1;ENSP00000429783.1,ENSP00000430147.1;ENSP00000428223.1;ENSP00000428177.1;ENSP00000265100.2;ENSP00000430673.1,RPL26L1; RPL26L1; RPL26L1; RPL26L1; RPL26L1; RPL26L1,10433000
ENSP00000265104.4,ENSP00000265104.4,DNAH5,509980
ENSP00000265107.4;ENSP00000425841.1,ENSP00000265107.4;ENSP00000425841.1,WDR70; WDR70,4184400
ENSP00000422942.1;ENSP00000388725.2;ENSP00000265109.3;ENSP00000423854.1;ENSP00000427123.1;ENSP00000425115.1;ENSP00000424502.1;ENSP00000422114.1;ENSP00000422515.1;ENSP00000426770.1;ENSP00000422112.1;ENSP00000421424.1;ENSP00000424879.1;ENSP00000425929.1;ENSP00000424507.1;ENSP00000423965.1,ENSP00000422942.1;ENSP00000388725.2;ENSP00000265109.3;ENSP00000423854.1;ENSP00000427123.1,RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14; RAI14,0
ENSP00000424387.1;ENSP00000265112.3;ENSP00000387710.2;ENSP00000422130.1;ENSP00000422291.1;ENSP00000420893.1;ENSP00000422598.1;ENSP00000427304.1;ENSP00000486068.1;ENSP00000427627.1;ENSP00000486893.1;ENSP00000425524.1,ENSP00000424387.1;ENSP00000265112.3;ENSP00000387710.2,TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1; TARS1,149830000
ENSP00000371343.3;ENSP00000265113.4;ENSP00000483657.1;ENSP00000477672.1;ENSP00000427203.1;ENSP00000424986.1;ENSP00000420992.1;ENSP00000469551.1;ENSP00000471562.1,ENSP00000371343.3;ENSP00000265113.4;ENSP00000483657.1;ENSP00000477672.1,SLC1A3; SLC1A3; SLC1A3; SLC1A3; SLC1A3; SLC1A3; SLC1A3; SLC1A6; SLC1A6,3427400
